,timestamp,open,high,low,close,volume
29,2021-08-23 14:40:00+05:30,1367,1370.5,1367,1369.35,34470
30,2021-08-23 14:41:00+05:30,1369.6,1371,1369.15,1370.45,23088
31,2021-08-23 14:42:00+05:30,1370.35,1372.7,1370.15,1371,34038
32,2021-08-23 14:43:00+05:30,1371,1372,1370,1371,13997
33,2021-08-23 14:44:00+05:30,1371,1372.5,1370.45,1371.45,15707
34,2021-08-23 14:45:00+05:30,1371.1,1371.55,1369.05,1369.2,19121
35,2021-08-23 14:46:00+05:30,1369.25,1370,1368.4,1369.8,16782
36,2021-08-23 14:47:00+05:30,1368.9,1371.8,1368.65,1369.35,27897
37,2021-08-23 14:48:00+05:30,1369.35,1371.9,1369.35,1371,19929
38,2021-08-23 14:49:00+05:30,1371.4,1371.75,1370.05,1370.05,13442
39,2021-08-23 14:50:00+05:30,1370.75,1371.5,1369.05,1369.5,20760
40,2021-08-23 14:51:00+05:30,1369,1369.8,1366.4,1366.8,44060
41,2021-08-23 14:52:00+05:30,1367,1367.35,1363.65,1364.7,56197
42,2021-08-23 14:53:00+05:30,1365,1366.5,1361,1361,60429
43,2021-08-23 14:54:00+05:30,1361.05,1361.65,1358.55,1358.55,98071
44,2021-08-23 14:55:00+05:30,1358.4,1360,1358,1359.55,86635
45,2021-08-23 14:56:00+05:30,1359.55,1364.05,1358.3,1358.35,86650
46,2021-08-23 14:57:00+05:30,1358.6,1361.7,1358.6,1360.5,38454
47,2021-08-23 14:58:00+05:30,1360.4,1361,1358.9,1359.45,30074
48,2021-08-23 14:59:00+05:30,1359.1,1361.55,1358.05,1358.05,44298
49,2021-08-23 15:00:00+05:30,1358.45,1367.8,1358,1365.25,92617
50,2021-08-23 15:01:00+05:30,1365.1,1365.6,1362.35,1362.95,48182
51,2021-08-23 15:02:00+05:30,1362.85,1364.15,1362.2,1362.9,30091
52,2021-08-23 15:03:00+05:30,1362.9,1364,1360.25,1360.8,41437
53,2021-08-23 15:04:00+05:30,1360.7,1362.45,1360,1361.75,26553
54,2021-08-23 15:05:00+05:30,1361.15,1362,1359,1361.25,78481
55,2021-08-23 15:06:00+05:30,1361.2,1361.65,1359.5,1359.8,17195
56,2021-08-23 15:07:00+05:30,1359.95,1360.45,1359.1,1359.45,40961
57,2021-08-23 15:08:00+05:30,1359.4,1359.9,1356.65,1357.05,78004
58,2021-08-23 15:09:00+05:30,1357,1359.15,1356.6,1358,59270
59,2021-08-23 15:10:00+05:30,1358.7,1361.5,1358.45,1361,59225
60,2021-08-23 15:11:00+05:30,1360.5,1361.1,1358.15,1359.7,37750
61,2021-08-23 15:12:00+05:30,1360,1360.65,1359.3,1359.55,21595
62,2021-08-23 15:13:00+05:30,1359.45,1359.6,1358,1358,37898
63,2021-08-23 15:14:00+05:30,1357.9,1358.8,1356.85,1358,76637
64,2021-08-23 15:15:00+05:30,1358.45,1359.95,1358,1359.05,50355
65,2021-08-23 15:16:00+05:30,1359.05,1359.25,1358,1358.05,60599
66,2021-08-23 15:17:00+05:30,1358.5,1358.65,1356.5,1356.55,71416
67,2021-08-23 15:18:00+05:30,1356.95,1356.95,1354.15,1354.6,94205
68,2021-08-23 15:19:00+05:30,1354.1,1356.9,1354,1356.5,102509
69,2021-08-23 15:20:00+05:30,1356.9,1357.3,1355,1356,102857
70,2021-08-23 15:21:00+05:30,1357.05,1357.3,1353.65,1355.45,118992
71,2021-08-23 15:22:00+05:30,1355.5,1357.05,1355.4,1356.8,32821
72,2021-08-23 15:23:00+05:30,1357,1358.7,1356.65,1357.45,52444
73,2021-08-23 15:24:00+05:30,1357.45,1358.35,1356.9,1357.35,29597
74,2021-08-23 15:25:00+05:30,1357.35,1358.8,1357.2,1358.4,36248
75,2021-08-23 15:26:00+05:30,1358.35,1359.55,1358.2,1359.3,43372
76,2021-08-23 15:27:00+05:30,1359.3,1361,1359,1360.65,55950
77,2021-08-23 15:28:00+05:30,1360.65,1362,1360.5,1361.1,39013
78,2021-08-23 15:29:00+05:30,1361.1,1362.9,1361,1362,43226
79,2021-08-24 09:15:00+05:30,1382,1391.85,1380.6,1384.75,435596
80,2021-08-24 09:16:00+05:30,1385,1385.4,1380.15,1381.9,161151
81,2021-08-24 09:17:00+05:30,1383,1383.15,1377,1377.05,162093
82,2021-08-24 09:18:00+05:30,1377.45,1381.1,1377,1380,97168
83,2021-08-24 09:19:00+05:30,1380.05,1382.75,1379.25,1382,82925
84,2021-08-24 09:20:00+05:30,1383.3,1384.9,1381.1,1382.65,121147
85,2021-08-24 09:21:00+05:30,1383,1386.2,1382.55,1385.9,83797
86,2021-08-24 09:22:00+05:30,1385.9,1390,1385.5,1389,151564
87,2021-08-24 09:23:00+05:30,1388.4,1391.35,1386.7,1389.95,154541
88,2021-08-24 09:24:00+05:30,1389.5,1393.35,1389.5,1391.65,124154
89,2021-08-24 09:25:00+05:30,1391.05,1395.85,1391.05,1394.9,215108
90,2021-08-24 09:26:00+05:30,1395,1395,1390.7,1391.65,123965
91,2021-08-24 09:27:00+05:30,1392.05,1398,1392.05,1397.75,198142
92,2021-08-24 09:28:00+05:30,1397.8,1400,1397.65,1399.5,220132
93,2021-08-24 09:29:00+05:30,1399.5,1399.65,1396.55,1398.8,131287
94,2021-08-24 09:30:00+05:30,1398.1,1404.65,1398.1,1402.35,285997
95,2021-08-24 09:31:00+05:30,1402.5,1402.8,1397.4,1397.85,129298
96,2021-08-24 09:32:00+05:30,1398,1400.75,1397.25,1398.25,103772
97,2021-08-24 09:33:00+05:30,1398.25,1399.75,1396.25,1399.5,99211
98,2021-08-24 09:34:00+05:30,1399.45,1401,1397.5,1398.2,84585
99,2021-08-24 09:35:00+05:30,1398,1398.9,1397.4,1397.4,51120
100,2021-08-24 09:36:00+05:30,1397.6,1397.9,1394,1395.35,117541
101,2021-08-24 09:37:00+05:30,1395.45,1395.5,1394.35,1395,57588
102,2021-08-24 09:38:00+05:30,1394.45,1394.95,1392.2,1394.2,112674
103,2021-08-24 09:39:00+05:30,1394.4,1396.65,1393.55,1394.15,65836
104,2021-08-24 09:40:00+05:30,1394.25,1394.35,1391.35,1392.4,73660
105,2021-08-24 09:41:00+05:30,1392.25,1393.6,1391.8,1393,53443
106,2021-08-24 09:42:00+05:30,1393.2,1393.55,1391.95,1392.15,40533
107,2021-08-24 09:43:00+05:30,1392.1,1392.25,1388.05,1388.05,120238
108,2021-08-24 09:44:00+05:30,1388.05,1390,1387.4,1390,108532
109,2021-08-24 09:45:00+05:30,1390,1392.7,1389.9,1392.2,56543
110,2021-08-24 09:46:00+05:30,1392.45,1392.45,1390,1391.2,38768
111,2021-08-24 09:47:00+05:30,1391.05,1393.4,1390.05,1393.1,50740
112,2021-08-24 09:48:00+05:30,1393,1393.8,1391.4,1392.05,31083
113,2021-08-24 09:49:00+05:30,1392.1,1392.8,1388.25,1389.25,81416
114,2021-08-24 09:50:00+05:30,1389.4,1393.75,1388.85,1391.6,40112
115,2021-08-24 09:51:00+05:30,1392,1393,1390.25,1390.6,22023
116,2021-08-24 09:52:00+05:30,1390.6,1391.8,1389.2,1390.05,39691
117,2021-08-24 09:53:00+05:30,1389.9,1389.9,1388.3,1388.5,43174
118,2021-08-24 09:54:00+05:30,1388.8,1389,1387.4,1388,50757
119,2021-08-24 09:55:00+05:30,1388,1389,1387.5,1388.55,35449
120,2021-08-24 09:56:00+05:30,1389,1391.25,1388.55,1390.1,39684
121,2021-08-24 09:57:00+05:30,1390,1391.85,1389.7,1391.15,19561
122,2021-08-24 09:58:00+05:30,1391.15,1392,1391.15,1391.7,19772
123,2021-08-24 09:59:00+05:30,1391.7,1396.45,1391.3,1396,106308
124,2021-08-24 10:00:00+05:30,1395.75,1398,1395.75,1397.95,101339
125,2021-08-24 10:01:00+05:30,1398,1399.9,1397.35,1397.35,70978
126,2021-08-24 10:02:00+05:30,1397.1,1397.65,1393.55,1394.85,59798
127,2021-08-24 10:03:00+05:30,1395.25,1395.45,1393.3,1393.6,27561
128,2021-08-24 10:04:00+05:30,1393.6,1394.9,1392.5,1394.5,32468
129,2021-08-24 10:05:00+05:30,1394.85,1394.85,1391.1,1392.05,33912
130,2021-08-24 10:06:00+05:30,1392,1392.45,1389,1391.3,54353
131,2021-08-24 10:07:00+05:30,1390.55,1392.95,1390.4,1391.8,34343
132,2021-08-24 10:08:00+05:30,1391.65,1394.4,1391.2,1394.4,24833
133,2021-08-24 10:09:00+05:30,1394,1394.4,1390.25,1390.6,25504
134,2021-08-24 10:10:00+05:30,1390.35,1391.95,1390.15,1391.95,27894
135,2021-08-24 10:11:00+05:30,1391.95,1392.35,1390.8,1391.6,24652
136,2021-08-24 10:12:00+05:30,1391.6,1392,1389,1389.55,46615
137,2021-08-24 10:13:00+05:30,1389,1391,1389,1390.5,28224
138,2021-08-24 10:14:00+05:30,1390.95,1391.7,1390.5,1390.75,15342
139,2021-08-24 10:15:00+05:30,1391.2,1396.35,1391.2,1396.35,60519
140,2021-08-24 10:16:00+05:30,1395.05,1396.5,1393.65,1396,45900
141,2021-08-24 10:17:00+05:30,1396,1396.5,1394.7,1395.85,29684
142,2021-08-24 10:18:00+05:30,1396.05,1397,1395.25,1395.7,20645
143,2021-08-24 10:19:00+05:30,1395.7,1396.65,1395.35,1395.85,26444
144,2021-08-24 10:20:00+05:30,1395.55,1396,1394.45,1395.5,29755
145,2021-08-24 10:21:00+05:30,1395.5,1395.5,1392.25,1392.5,27933
146,2021-08-24 10:22:00+05:30,1392.85,1395,1392.35,1394.5,13951
147,2021-08-24 10:23:00+05:30,1394.35,1394.5,1392.2,1392.4,17968
148,2021-08-24 10:24:00+05:30,1392.5,1394.9,1391,1394.55,36872
149,2021-08-24 10:25:00+05:30,1394.55,1395.5,1394.1,1395.3,33845
150,2021-08-24 10:26:00+05:30,1395.5,1395.5,1392.3,1393.75,47592
151,2021-08-24 10:27:00+05:30,1394,1394.05,1393,1393.15,27837
152,2021-08-24 10:28:00+05:30,1393.5,1393.6,1392.75,1393.1,21712
153,2021-08-24 10:29:00+05:30,1393.35,1393.5,1392.45,1392.55,18970
154,2021-08-24 10:30:00+05:30,1392.95,1392.95,1391.1,1391.5,41053
155,2021-08-24 10:31:00+05:30,1391,1392.15,1391,1391.8,37165
156,2021-08-24 10:32:00+05:30,1391.55,1391.75,1390.8,1390.8,23263
157,2021-08-24 10:33:00+05:30,1390.55,1392.8,1390.55,1391.3,36512
158,2021-08-24 10:34:00+05:30,1391.35,1392,1390.7,1391.8,14368
159,2021-08-24 10:35:00+05:30,1391.85,1394.95,1391.8,1394,28603
160,2021-08-24 10:36:00+05:30,1393.95,1396.8,1393.75,1396,58328
161,2021-08-24 10:37:00+05:30,1396,1396.1,1393.75,1395.45,22003
162,2021-08-24 10:38:00+05:30,1394.95,1398,1394.95,1397.65,66013
163,2021-08-24 10:39:00+05:30,1397.6,1398.5,1397,1397.7,38637
164,2021-08-24 10:40:00+05:30,1397.2,1399.55,1396.6,1399.5,81250
165,2021-08-24 10:41:00+05:30,1399.45,1399.45,1398.1,1398.35,33149
166,2021-08-24 10:42:00+05:30,1398.5,1398.9,1397.9,1398.65,16625
167,2021-08-24 10:43:00+05:30,1398.1,1398.6,1398,1398,15746
168,2021-08-24 10:44:00+05:30,1398.4,1398.65,1398,1398.2,18039
169,2021-08-24 10:45:00+05:30,1398.4,1398.6,1398,1398.3,17590
170,2021-08-24 10:46:00+05:30,1398.45,1401.55,1398.05,1400.6,111807
171,2021-08-24 10:47:00+05:30,1400.9,1403.85,1400.35,1403,96485
172,2021-08-24 10:48:00+05:30,1403.25,1403.4,1400.4,1401,52345
173,2021-08-24 10:49:00+05:30,1401.05,1401.2,1399.25,1400,45620
174,2021-08-24 10:50:00+05:30,1399.7,1400.45,1397.45,1398,37641
175,2021-08-24 10:51:00+05:30,1397.8,1399.45,1397.65,1398.8,25818
176,2021-08-24 10:52:00+05:30,1398.7,1402.9,1398.6,1400.85,61380
177,2021-08-24 10:53:00+05:30,1400.55,1401.2,1399.75,1400.2,26361
178,2021-08-24 10:54:00+05:30,1400.1,1400.6,1399.6,1400,13089
179,2021-08-24 10:55:00+05:30,1400,1401.95,1399.6,1400.25,28035
180,2021-08-24 10:56:00+05:30,1400.1,1400.6,1398.65,1399.35,32407
181,2021-08-24 10:57:00+05:30,1399.35,1399.35,1398.45,1399,16879
182,2021-08-24 10:58:00+05:30,1398.9,1399.5,1396.65,1398.85,34614
183,2021-08-24 10:59:00+05:30,1398.5,1400.4,1398.5,1400,22141
184,2021-08-24 11:00:00+05:30,1399.2,1400,1398.85,1399.8,27595
185,2021-08-24 11:01:00+05:30,1399.8,1399.8,1397.05,1398,28782
186,2021-08-24 11:02:00+05:30,1397.9,1398.65,1396.3,1398.3,20798
187,2021-08-24 11:03:00+05:30,1398.3,1398.95,1396.7,1398.95,21851
188,2021-08-24 11:04:00+05:30,1398.6,1398.6,1396.8,1397.55,10645
189,2021-08-24 11:05:00+05:30,1397.55,1398.75,1397.55,1398.6,8489
190,2021-08-24 11:06:00+05:30,1398.2,1398.7,1397.55,1397.7,12513
191,2021-08-24 11:07:00+05:30,1397.7,1398.95,1397.7,1398.95,10039
192,2021-08-24 11:08:00+05:30,1398.95,1400.55,1398.95,1399.75,29071
193,2021-08-24 11:09:00+05:30,1399.7,1400.2,1399.05,1399.25,18463
194,2021-08-24 11:10:00+05:30,1399.85,1400,1398.95,1399,10137
195,2021-08-24 11:11:00+05:30,1399,1400.5,1398.95,1400,32645
196,2021-08-24 11:12:00+05:30,1399.85,1400,1398,1399.7,19417
197,2021-08-24 11:13:00+05:30,1399.65,1399.8,1398,1398.75,11034
198,2021-08-24 11:14:00+05:30,1398.95,1399.25,1398,1398.75,14187
199,2021-08-24 11:15:00+05:30,1398.9,1399.5,1397.5,1399.15,27330
200,2021-08-24 11:16:00+05:30,1399.15,1399.15,1397.25,1397.65,21370
201,2021-08-24 11:17:00+05:30,1398,1398,1397,1397.4,15988
202,2021-08-24 11:18:00+05:30,1397.1,1398.45,1397,1398.45,14899
203,2021-08-24 11:19:00+05:30,1398.2,1399,1397.7,1398.2,14236
204,2021-08-24 11:20:00+05:30,1397.85,1398.5,1397.05,1398.5,11587
205,2021-08-24 11:21:00+05:30,1398.5,1398.55,1397.5,1397.65,7414
206,2021-08-24 11:22:00+05:30,1397.45,1397.65,1394.5,1395,56016
207,2021-08-24 11:23:00+05:30,1395,1395.5,1394.3,1394.6,26257
208,2021-08-24 11:24:00+05:30,1394.6,1396.1,1394.5,1394.95,24545
209,2021-08-24 11:25:00+05:30,1394.95,1395.5,1394.35,1394.8,19857
210,2021-08-24 11:26:00+05:30,1394.8,1395.5,1394.6,1395.3,9760
211,2021-08-24 11:27:00+05:30,1395.3,1395.3,1392.4,1393.5,46083
212,2021-08-24 11:28:00+05:30,1393.35,1394,1393.1,1393.7,15983
213,2021-08-24 11:29:00+05:30,1393.5,1396.5,1393.35,1396.5,26313
214,2021-08-24 11:30:00+05:30,1395,1395.95,1393.6,1393.9,27431
215,2021-08-24 11:31:00+05:30,1393.6,1394.45,1393.6,1393.8,11894
216,2021-08-24 11:32:00+05:30,1394,1394.4,1393.65,1394.05,22062
217,2021-08-24 11:33:00+05:30,1394.4,1394.8,1393.75,1394.4,9595
218,2021-08-24 11:34:00+05:30,1393.75,1394.5,1393.6,1393.6,16207
219,2021-08-24 11:35:00+05:30,1393.95,1393.95,1391.1,1393,58339
220,2021-08-24 11:36:00+05:30,1392.3,1394.3,1392,1393.2,12693
221,2021-08-24 11:37:00+05:30,1393.2,1394,1392.4,1392.55,19740
222,2021-08-24 11:38:00+05:30,1392.4,1392.55,1388.85,1391,103402
223,2021-08-24 11:39:00+05:30,1390.85,1391.9,1390.55,1391.15,21099
224,2021-08-24 11:40:00+05:30,1391.5,1391.5,1389.2,1390,33870
225,2021-08-24 11:41:00+05:30,1389.6,1391.4,1389.4,1389.95,26884
226,2021-08-24 11:42:00+05:30,1389.95,1389.95,1386.4,1387.7,95352
227,2021-08-24 11:43:00+05:30,1387.1,1387.7,1383.4,1385.3,111672
228,2021-08-24 11:44:00+05:30,1385.3,1385.65,1384.45,1385.5,47990
229,2021-08-24 11:45:00+05:30,1385.25,1389.4,1385,1385.5,56864
230,2021-08-24 11:46:00+05:30,1385.5,1385.8,1381.6,1383.5,91468
231,2021-08-24 11:47:00+05:30,1383.45,1383.75,1381.5,1381.5,49581
232,2021-08-24 11:48:00+05:30,1381.95,1383.8,1380.45,1383.05,70705
233,2021-08-24 11:49:00+05:30,1383.5,1387.95,1383.05,1387,43479
234,2021-08-24 11:50:00+05:30,1386.95,1388.75,1386.5,1388.3,27840
235,2021-08-24 11:51:00+05:30,1388.75,1389,1387,1387.95,48723
236,2021-08-24 11:52:00+05:30,1387.6,1388.8,1387.05,1388.6,26152
237,2021-08-24 11:53:00+05:30,1388.55,1390.7,1388.4,1389.6,46068
238,2021-08-24 11:54:00+05:30,1389.6,1389.9,1388.25,1388.4,11640
239,2021-08-24 11:55:00+05:30,1388.4,1390,1388.4,1389.55,20858
240,2021-08-24 11:56:00+05:30,1389.9,1389.95,1388.6,1389.5,9929
241,2021-08-24 11:57:00+05:30,1389.3,1389.5,1388.05,1388.4,10584
242,2021-08-24 11:58:00+05:30,1388.4,1388.5,1387.5,1388,15511
243,2021-08-24 11:59:00+05:30,1388,1390,1388,1389.95,20049
244,2021-08-24 12:00:00+05:30,1390,1390.9,1389.4,1389.95,23135
245,2021-08-24 12:01:00+05:30,1389.95,1390.95,1389.55,1390.95,17554
246,2021-08-24 12:02:00+05:30,1391,1393.65,1390.8,1392.95,43818
247,2021-08-24 12:03:00+05:30,1392.95,1394.4,1392.75,1393.85,43466
248,2021-08-24 12:04:00+05:30,1393.75,1396.4,1393.75,1394.85,73472
249,2021-08-24 12:05:00+05:30,1394.3,1394.9,1393.05,1394.45,30269
250,2021-08-24 12:06:00+05:30,1394.5,1394.6,1393.6,1393.8,14929
251,2021-08-24 12:07:00+05:30,1394,1394.6,1393.6,1394.2,17689
252,2021-08-24 12:08:00+05:30,1394.5,1394.8,1392.2,1392.25,19572
253,2021-08-24 12:09:00+05:30,1392.25,1392.85,1391.5,1392,17757
254,2021-08-24 12:10:00+05:30,1392.05,1392.1,1390,1390.4,27299
255,2021-08-24 12:11:00+05:30,1390.4,1390.9,1388.8,1389.6,25793
256,2021-08-24 12:12:00+05:30,1390,1391.3,1389.7,1390,19451
257,2021-08-24 12:13:00+05:30,1390.6,1390.9,1389.25,1390,24568
258,2021-08-24 12:14:00+05:30,1390.35,1390.35,1389.3,1389.8,9535
259,2021-08-24 12:15:00+05:30,1390,1391.5,1389.75,1391.5,6913
260,2021-08-24 12:16:00+05:30,1391.5,1391.6,1390.05,1391.5,11129
261,2021-08-24 12:17:00+05:30,1391.5,1393.8,1391.2,1393.8,13063
262,2021-08-24 12:18:00+05:30,1392.8,1393.5,1391.7,1393.5,13098
263,2021-08-24 12:19:00+05:30,1393.45,1394,1393,1393.85,16402
264,2021-08-24 12:20:00+05:30,1394,1394.85,1393.15,1394.25,21456
265,2021-08-24 12:21:00+05:30,1394.05,1394.95,1394,1394.5,13913
266,2021-08-24 12:22:00+05:30,1394.55,1395,1393.9,1394.5,15547
267,2021-08-24 12:23:00+05:30,1393.85,1393.9,1391.45,1393.5,20724
268,2021-08-24 12:24:00+05:30,1393.8,1394,1393,1393.55,10961
269,2021-08-24 12:25:00+05:30,1393.4,1393.55,1390.95,1391.8,21536
270,2021-08-24 12:26:00+05:30,1392,1392.8,1391.6,1392.35,10965
271,2021-08-24 12:27:00+05:30,1392.6,1393.7,1392.35,1393.5,3833
272,2021-08-24 12:28:00+05:30,1393.65,1393.65,1391.85,1391.85,6818
273,2021-08-24 12:29:00+05:30,1392,1392,1389,1391.3,31585
274,2021-08-24 12:30:00+05:30,1391.9,1392,1390.65,1391.6,15569
275,2021-08-24 12:31:00+05:30,1391.7,1392,1390.65,1391,10760
276,2021-08-24 12:32:00+05:30,1391,1391.15,1389.5,1390.3,31454
277,2021-08-24 12:33:00+05:30,1390.3,1390.3,1389,1389.4,13991
278,2021-08-24 12:34:00+05:30,1389.4,1391,1389,1390.55,13823
279,2021-08-24 12:35:00+05:30,1390.5,1392,1390.45,1391.7,15391
280,2021-08-24 12:36:00+05:30,1391.8,1392.45,1391.2,1392,13076
281,2021-08-24 12:37:00+05:30,1392,1392.45,1391.3,1391.85,6816
282,2021-08-24 12:38:00+05:30,1391.85,1392.2,1391.65,1392,9793
283,2021-08-24 12:39:00+05:30,1392,1392,1391.15,1391.15,6992
284,2021-08-24 12:40:00+05:30,1391.45,1391.45,1390.65,1391.05,9895
285,2021-08-24 12:41:00+05:30,1391.25,1391.25,1390.35,1391,10205
286,2021-08-24 12:42:00+05:30,1391,1392,1390.5,1391.7,11559
287,2021-08-24 12:43:00+05:30,1391.7,1391.8,1389,1389.7,20617
288,2021-08-24 12:44:00+05:30,1389.7,1390.45,1389.25,1390,7156
289,2021-08-24 12:45:00+05:30,1390.1,1391,1389.75,1390,10390
290,2021-08-24 12:46:00+05:30,1390.5,1390.9,1389.75,1390.45,10920
291,2021-08-24 12:47:00+05:30,1390.45,1391,1390.2,1390.5,6735
292,2021-08-24 12:48:00+05:30,1390.65,1392.8,1390.6,1392.5,32619
293,2021-08-24 12:49:00+05:30,1392.8,1394.95,1392.2,1394.5,40248
294,2021-08-24 12:50:00+05:30,1394.05,1394.95,1394,1394.4,31906
295,2021-08-24 12:51:00+05:30,1394.25,1395.85,1394,1394.35,73739
296,2021-08-24 12:52:00+05:30,1394.85,1394.95,1393.6,1394,13034
297,2021-08-24 12:53:00+05:30,1393.95,1393.95,1392,1392.7,17665
298,2021-08-24 12:54:00+05:30,1392.65,1393.1,1392.6,1392.9,10088
299,2021-08-24 12:55:00+05:30,1392.5,1393.7,1392.3,1393.65,8370
300,2021-08-24 12:56:00+05:30,1393.7,1394.3,1392.85,1393.25,16398
301,2021-08-24 12:57:00+05:30,1393.4,1395,1393.25,1394.5,16037
302,2021-08-24 12:58:00+05:30,1394.5,1394.65,1393.95,1394.15,8913
303,2021-08-24 12:59:00+05:30,1394.3,1395.7,1394.15,1395.7,19804
304,2021-08-24 13:00:00+05:30,1395.8,1398.25,1395.5,1396.5,77922
305,2021-08-24 13:01:00+05:30,1396.35,1397,1396,1396.85,21868
306,2021-08-24 13:02:00+05:30,1396.8,1398.4,1396.3,1398.25,34871
307,2021-08-24 13:03:00+05:30,1398.1,1398.25,1396.4,1397,20864
308,2021-08-24 13:04:00+05:30,1397,1397.7,1396.45,1397.45,26155
309,2021-08-24 13:05:00+05:30,1397.1,1397.5,1396.35,1396.35,14491
310,2021-08-24 13:06:00+05:30,1396.25,1396.3,1395.05,1395.05,15565
311,2021-08-24 13:07:00+05:30,1395.2,1395.85,1394.75,1395,15032
312,2021-08-24 13:08:00+05:30,1395.25,1397.75,1395.05,1397.15,24408
313,2021-08-24 13:09:00+05:30,1397.5,1398,1396.85,1397.5,37432
314,2021-08-24 13:10:00+05:30,1397.8,1397.9,1397.2,1397.55,12463
315,2021-08-24 13:11:00+05:30,1397.55,1397.55,1396,1396.1,9214
316,2021-08-24 13:12:00+05:30,1396.4,1396.95,1396,1396.75,11362
317,2021-08-24 13:13:00+05:30,1396.65,1397,1396.15,1397,6086
318,2021-08-24 13:14:00+05:30,1396.8,1396.8,1395.7,1396.45,19015
319,2021-08-24 13:15:00+05:30,1396.45,1396.8,1396,1396.45,9006
320,2021-08-24 13:16:00+05:30,1396.55,1400,1396.45,1399.55,91938
321,2021-08-24 13:17:00+05:30,1399.7,1406.6,1399.65,1405,302806
322,2021-08-24 13:18:00+05:30,1405.1,1407.4,1403.45,1407,112439
323,2021-08-24 13:19:00+05:30,1407.05,1408.55,1406.3,1407,98494
324,2021-08-24 13:20:00+05:30,1406.7,1411.6,1406.65,1411.5,204845
325,2021-08-24 13:21:00+05:30,1410.75,1411.55,1406.7,1407.5,102351
326,2021-08-24 13:22:00+05:30,1407.05,1410,1407,1409.5,52838
327,2021-08-24 13:23:00+05:30,1410,1410,1408.8,1409.7,54297
328,2021-08-24 13:24:00+05:30,1409.4,1410,1406.1,1407.65,81602
329,2021-08-24 13:25:00+05:30,1407.7,1409.45,1407.25,1408.4,32993
330,2021-08-24 13:26:00+05:30,1408.9,1409,1407,1407.8,33547
331,2021-08-24 13:27:00+05:30,1408.1,1408.8,1405.7,1408.2,50127
332,2021-08-24 13:28:00+05:30,1408.8,1409,1407.05,1408.9,25542
333,2021-08-24 13:29:00+05:30,1408.85,1413.7,1408.85,1413.4,187828
334,2021-08-24 13:30:00+05:30,1413.25,1413.55,1410.55,1411,89738
335,2021-08-24 13:31:00+05:30,1411.7,1412.3,1410,1410,46338
336,2021-08-24 13:32:00+05:30,1410.8,1411,1409.15,1409.65,37548
337,2021-08-24 13:33:00+05:30,1409.2,1409.7,1406.8,1408,37076
338,2021-08-24 13:34:00+05:30,1408.5,1408.95,1406.9,1407,32580
339,2021-08-24 13:35:00+05:30,1407,1411.7,1406.3,1410.95,63000
340,2021-08-24 13:36:00+05:30,1411.7,1412,1410.25,1411.15,50050
341,2021-08-24 13:37:00+05:30,1411.5,1411.8,1408.05,1408.5,38255
342,2021-08-24 13:38:00+05:30,1408.45,1410,1408,1409.55,15636
343,2021-08-24 13:39:00+05:30,1410,1411.2,1409.6,1410.3,37793
